epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,0.2483018378704153,0.1850479814007497,0.8995428571428571,0.9268
2,0.1308675857952079,0.17704352904865736,0.9523714285714285,0.9317333333333333
3,0.07295140341856224,0.23557475547436307,0.9749428571428571,0.9249333333333334
